STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
535,01018585,,6.25,,,,7,6.50,7,,
536,01018586,,5.25,,,,5.75,6.75,6,,
537,01018588,,8.25,,,,7.25,7.50,,,
538,01018590,,8.50,,,,8.75,8.75,,,
539,01018591,,5.25,,,,3.75,6.50,,,
540,01018592,7.80,,8.50,8.75,,,,,,
541,01018593,4.20,8.50,,,,8,,,6.60,N1
542,01018594,,8.75,,,,,,,,
543,01018595,8.20,7.50,,,,,,,8,N1
544,01018596,7.80,9.25,,,,,,,8.20,N1
545,01018597,,8,,,,8.25,,,6.20,N1
546,01018598,7.20,8,,,,7.75,,,5.80,N1
547,01018599,2.60,3.25,,,,5.25,7,,,
548,01018600,3.20,8.75,,,,5.75,6,,,
549,01018602,6.80,8.50,,,,,,,7.40,N1
550,01018603,8.20,8,,,,,,,7.20,N1
551,01018604,7.60,7,,,,,,,5.60,N1
552,01018605,,7.75,,,,6,7.25,7.75,,
553,01018606,3.20,6.75,,,,5.75,6,,,
554,01018607,,5.50,,,,4.75,7.50,7.25,,
555,01018608,,7.50,,,,5.50,5.75,,,
556,01018609,7.80,7.25,,,,10,9.75,,,
557,01018610,,6.25,,,,4.50,7.75,,,
558,01018611,,7.25,,,,4.25,4.25,,,
559,01018612,4.40,8.25,,,,,,,,
560,01018614,6,7.50,,,,7.25,8,7.50,5.20,N1
561,01018615,,5.25,,,,6,7.75,7.75,,
562,01018616,7.80,9,,,,8.25,8,8.75,8.40,N1
563,01018617,,6.25,,,,5.50,6.50,,,
564,01018618,,4.50,,,,3.75,7.75,,,
565,01018619,,2.50,,,,4.75,5.50,,,
566,01018622,,9,,,,,,,,
567,01018623,,9,,,,9.25,9.75,8.25,,
568,01018624,6.80,8,,,,,,,7.40,N1
569,01018626,,8.50,,,,6.25,7.50,,,
570,01018627,6.20,7.75,,,,,,,8,N1
571,01018628,,7,,,,8.50,8.75,,,
572,01018629,,7.25,,,,7.75,7.25,,,
573,01018630,7.60,9.25,,,,,,,6.20,N1
574,01018631,7.80,8.75,,,,,,,7.40,N1
575,01018632,7.80,8.50,,,,4.25,7,8.25,,
576,01018633,,6.25,,,,6.25,7.25,,,
577,01018634,7.40,9.25,,,,9.25,,,7.60,N1
578,01018635,,5.50,,,,6,7,7.50,,
579,01018638,,6.50,,,,,,,,
580,01018639,3.40,3.50,,,,8,7.75,8.75,,
581,01018641,,5.25,,,,8.50,9.25,10,,
582,01018642,,6,,,,4.50,4.50,,,
583,01018643,,5,,,,3.50,5,7.25,,
584,01018644,,8.50,,,,7,8,,,
585,01018645,,1.25,,,,7,6.50,8.50,,
586,01018646,8.20,8.75,,,,,,,8.60,N1
587,01018647,7.20,9,,,,6.25,7.50,8.75,4.60,N1
588,01018648,7.60,,6.75,3,,,,,6.80,N1
589,01018649,7,7.75,,,,,,,7.80,N4
590,01018650,7.60,,,,,,,,,
591,01018651,,8,,,,8.25,8.50,8,,
592,01018652,,8.75,,,,10,9.25,,,
593,01018653,7.40,8.75,,,,,,,5.60,N1
594,01018655,7.60,8.50,,,,5.50,,,6.20,N1
595,01018656,,8.75,,,,8.50,5.75,9.50,9.20,N1
596,01018657,8.20,8.75,,,,8.50,,,6.60,N1
597,01018658,8.40,9.50,,,,,,,8.40,N1
598,01018659,7.80,9,,,,,,,7,N1
599,01018662,7,7.50,,,,,,,6.60,N1
600,01018663,7.60,8.50,,,,,,,6,N1
601,01018664,7.60,8.25,,,,,,,5.80,N1
602,01018665,8.20,8.50,,,,,,,7.20,N1
603,01018666,,8,,,,7.25,7,,,
604,01018667,2.40,,3,3.50,,,,,,
605,01018668,8,7.50,,,,,,,6.60,N1
606,01018669,,6.75,,,,8.75,7,,,
607,01018670,7.40,,5.25,4,,,,,7,N1
608,01018671,5.60,,1.50,3.75,,,,,,
609,01018672,,7.50,,,,3.75,7,,,
610,01018673,,6.25,,,,4.75,6.75,,,
611,01018674,5.60,6.75,,,,6.75,8,8.25,,
612,01018675,,6.50,,,,8,7.75,9.50,,
613,01018676,6.80,8.50,,,,6.75,7.75,,7.60,N1
614,01018677,8,,,2.50,0,,,,,
615,01018678,6.60,7.75,,,,,,,5.40,N1
616,01018679,9.20,7.75,7,,,,,,8,N1
617,01018680,,6.75,,,,5.25,5.75,,,
618,01018681,6.40,8.25,,,,,,,4.60,N1
619,01018682,,8.25,,,,9.25,8.75,8.25,,
620,01018683,8.60,8.25,6.50,7.25,7.50,,,,,
621,01018684,,6.25,,,,5.75,7,,,
622,01018685,,7,,,,7.25,7.50,,,
623,01018687,,5.75,,,,4,5.50,7.75,,
624,01018688,,5.25,,,,5.50,7.75,7.50,,
625,01018689,,6,,,,3,5.50,,,
626,01018690,,8,,,,6,7.75,,,
627,01018691,7.20,6,,,,5,6,8.25,3,N1
628,01018692,,2.75,,,,4.50,5.75,,,
629,01018693,3.60,5.75,,,,4,7.25,7,,
630,01018694,,8.25,,,,6.75,8.75,,,
631,01018695,,4,,,,4.75,5,,,
632,01018696,8.20,8.25,,,,,,,5.80,N1
633,01018697,,5.50,,,,4,4,,,
634,01018698,,5.25,,,,5,7.25,8.50,,
635,01018699,7.60,,,6.50,8.25,,,,,
636,01018700,,3.25,,,,5.25,8.25,8,,
637,01018701,,4,,,,5.50,5.50,,,
638,01018703,8.20,7.50,,,,,,,6.40,N1
639,01018704,8,,4.75,5.25,,,,,,
640,01018705,8.60,,,8,7.25,,,,,
641,01018706,,2.50,,,,2.25,3.75,,,
642,01018708,5.40,7,,,,5.50,7,,,
643,01018709,6.80,,,7,6.75,,,,,
644,01018710,7.60,7.75,,,,,,,7.60,N1
645,01018711,8.20,,5.75,4.75,6,,,,,
646,01018713,9,,,9.25,9.50,,,,,
647,01018714,,8.50,,,,8.25,8.75,9,9.20,N1
648,01018715,8.40,9.25,,,,,,,8.60,N1
649,01018716,4.20,4,,,,7.25,7.50,7.25,,
650,01018717,,6.75,,,,3.50,6.25,,,
651,01018718,,6.50,,,,8,8.50,,,
652,01018719,6.60,7.50,,,,,,,7.40,N1
653,01018720,,6.75,,,,5.25,7.25,,,
654,01018721,8.40,9.25,,,,,,,6.20,N1
655,01018722,7.40,9.25,,,,8.75,9,9.25,6.60,N1
656,01018723,8.60,9,,,,,,,8,N1
657,01018724,,5.75,,,,4.25,4.25,7.75,,
658,01018725,,8.50,,,,,,,,
659,01039585,6.80,,5.50,5,,,,,,
660,01039586,8.40,6.75,,,,,,,5.60,N1
661,01039588,,8.50,,,,,8.75,,7,N1
662,01039589,8.20,8.75,,,,,,,6.80,N1
663,01039590,,8.75,,,,9.50,9.25,8.50,,
664,01039592,,8.50,,,,9.50,9.25,,,
665,01039593,,4.75,,,,6,6.75,,,
666,01039594,7.20,,5.75,4.75,,,,,,
667,01039595,8.20,9.50,,,,,,,7.40,N1
668,01039596,2.40,2.25,,,,4.75,5,6.50,2.20,N1
669,01039597,7.40,8.25,,,,5,6.75,8.50,5.20,N1
670,01039598,6,8.75,,,,,,,3.40,N1
671,01039599,7.80,,7.50,,,,,,5.40,N1
672,01039600,,3.25,,,,,,,3,N1
673,01039601,3.80,3.75,,,,3.75,3.50,,,
674,01039602,4.60,7,,,,9.25,8.50,9.25,,
675,01039604,5.40,8,,,,8,7,9,6.60,N1
676,01039605,7,9,,,,,,,5.20,N1
677,01039606,5.20,8.25,,,,,6.25,,3.40,N1
678,01039607,3.20,5,,,,3,5.25,5.25,7,N7
679,01039608,8.60,8.75,,,,,,,6.80,N1
680,01039610,5.40,6,,,,6.75,7.75,8,5.80,N1
681,01039611,8.20,9.25,,,,,,,7,N1
682,01039612,4.60,7,,,,,,,2.80,N1
683,01039613,,7.50,,,,8,8.50,7.75,,
684,01039616,,3.50,,,,4,3,6.75,,
685,01039619,7.40,9,,,,,,,6.40,N1
686,01039620,8.20,8.50,,,,9,7.75,8.75,6,N1
687,01039621,7.80,9,,,,7.25,7,9.25,,
688,01039622,5.40,,2,4.25,,,,,3.60,N1
689,01039623,7.20,,3,5.50,,,,,,
690,01039624,8.60,,9,,,,,,7.60,N1
691,01039625,8.40,8.75,,,,,,,6.20,N1
692,01039626,6.40,8.50,,,,,,,7,N1
693,01039627,,8.50,,,,,,,,
694,01039628,,5,,,,5.50,6.50,,,
695,01039629,7.80,7.75,,,,,,,5.80,N1
696,01039630,7,8,,,,4.50,3.25,,3.40,N1
697,01039632,,5.75,,,,5.25,8,,,
698,01039633,8.20,8.25,,,,,,,7.80,N1
699,01039634,1.80,6.25,,,,4.75,5.75,6,3,N1
700,01039635,6.80,8,,,,,,,8.80,N1
701,01039636,8.20,,4.75,3.50,,,,,,
702,01039637,,8.50,,,,8.25,6.75,,,
703,01039638,8.60,,9.50,,,,,,8.60,N1
704,01039639,8.80,8.50,,,,,,,8,N1
705,01039640,,6.50,,,,5.25,7,,,
706,01039641,,6.50,,,,7.75,7.50,,,
707,01039642,,8,,,,,,,,
708,01039643,,8.50,,,,9.25,8.25,,,
709,01039644,,5.75,,,,5.25,6.25,,,
710,01039645,,5.25,,,,7.25,7.75,,,
711,01039647,,7,,,,7.25,8.75,8.50,,
712,01039648,,6.75,,,,8.25,8,,,
713,01039649,3,4,,,,4.25,5.75,,,
714,01039650,8.60,,8.50,2.50,2.75,,,,7.60,N1
715,01039651,,8.75,,,,,,,,
716,01039652,8.20,7.75,,,,,,,3.20,N1
717,01039653,2.80,7,,,,,,,4.60,N4
718,01039654,,4.25,,,,4.25,5.75,,,
719,01039655,4.20,,4.25,1.75,,,,,,
720,01039656,8.40,8.75,,,,6.25,,,7.40,N1
721,01039657,,5.50,,,,5.25,7.25,,,
722,01039658,,7.25,,,,5.25,8,,,
723,01039659,7.80,,7,,,,,,6,N1
724,01039660,,8.25,,,,6.75,8.50,,,
725,01039661,,6.75,,,,8,8.25,,,
726,01039662,,6.75,,,,6.75,8.25,,,
727,01039663,8.20,6.75,6.50,5,,,,,3.80,N1
728,01039664,,2.75,,,,4,3.75,6,,
729,01039666,8.60,9.25,,,,,,,6.60,N1
730,01039667,4.40,7.50,,,,6.50,,,,
731,01039668,8.80,,8,7,,,,,,
732,01039670,6.20,7,,,,,,,8.40,N1
733,01039671,6.60,7.50,,,,,,,4.80,N1
734,01039673,7.60,7,,,,,,,7,N1
735,01039674,8.40,,,8.50,,,,,7.80,N1
736,01039675,7.60,8,,,,4.75,6.75,6.75,7,N1
737,01039676,2.20,2.25,,,,2.75,4.25,,,
738,01039677,8.20,7.25,,,,,,,7.40,N1
739,01039678,6.80,7.75,,,,,,,,
740,01039679,,3.25,,,,6.75,6.75,,,
741,01039680,7.60,,,,,,,,,
742,01039681,,,,,,6,7,9,,
743,01039682,7,,6,6,,,,,,
744,01039683,4.60,4.75,5.50,4.75,,,,,,
745,01039684,,5,,,,5.75,5.75,,,
746,01039685,7,7,3,,,,,,,
747,01039686,,8.75,,,,6,7.75,,,
748,01039687,3.20,2.50,2.75,2.75,4.50,,,,,
749,01039688,,7.25,,,,8,6.75,9.75,,
750,01039689,7.40,,5.25,7.50,,,,,,
751,01039690,8.40,,8.25,,,,,,7.80,N1
752,01039691,8.60,9.25,,,,,,,6.80,N1
753,01039692,,8.25,,,,,6.50,9.50,,
754,01039695,,9,,,,,,,,
755,01039696,,9,,,,8.75,8.75,,,
756,01039697,,7.25,,,,,,,,
757,01039698,7.80,6.50,,,,4.25,4.25,8,8.20,N1
758,01039699,,8.25,,,,8.25,7.75,8.25,,
759,01039700,7.40,7.75,,,,7.50,8,7.50,6.40,N1
760,01039701,1.60,1.50,,,,3,6,,,
761,01039703,3.80,,1,3.25,4.25,,,,,
762,01039704,8.80,9,,,,,,,7.60,N1
763,01039705,8.40,9.25,,,,,,,7.80,N1
764,01039706,7.20,,3.25,,,,,,4.60,N1
765,01039707,8.40,9,,,,,,,8.60,N1
766,01039708,,8.50,,,,9,8.75,7.50,,
767,01039709,7.80,6.25,6.25,4.50,4.25,,,,,
768,01039711,7.40,8.50,,,,,,,7,N1
769,01039713,8,7.75,,,,3.75,7.50,,6.40,N1
770,01039714,,,,,,5.75,4,8.25,,
771,01039715,8,6.50,7,2.75,5,,,,6.80,N1
772,01039716,8.60,,7.25,4.50,5.75,,,,5.60,N1
773,01039717,,6.50,,,,7.50,7.25,,,
774,01039718,6.60,7,,,,,,,3.20,N1
775,01039719,7.20,7.75,,,,,,,7,N1
776,01039720,6.60,8.25,,,,9,,,7.40,N4
777,01039722,7.80,8.50,,,,,,,8,N1
778,01039723,6.20,6.75,,,,,,,4.60,N1
779,01039724,,8.75,,,,9,9.25,,,
780,01039725,8.60,,8.25,,,,,,6.80,N1
781,01039726,,5.50,,,,5.25,7.50,,,
782,01039727,7,7.25,3.50,3.75,5.75,,,,5.40,N1
783,01039728,9,,8.25,8,2.75,,,,,
784,01039729,7.60,7.50,,,,,,,4.20,N1
785,01039730,,7.50,,,,5,6,,4.40,N1
786,01039731,6.40,9.25,,,,,,,5.40,N1
787,01039732,7.40,7.50,,,,,,,6.60,N1
788,01039733,8.60,9,5.50,4.75,6.25,,,,8.60,N1
789,01039735,,5.75,,,,2.25,4.50,6.50,,
790,01039736,,5.50,,,,5.25,7,,,
791,01039737,8,6.50,7,7,4.25,,,,4,N1
792,01039738,9,,,6.75,7,,,,,
793,01039739,5,7.50,,,,,,,5,N1
794,01039740,,5.75,,,,7.50,8.75,8.75,,
795,01039741,7.20,8.25,,,,7,0,0,6.60,N1
796,01039742,8,6.75,,,,,,,5.20,N1
797,01039744,6.40,8.75,,,,,,,,
798,01039745,3,2.50,,,,2.75,3,,,
799,01039746,7.80,8.75,,,,,,,6,N1
800,01039747,,1.75,,,,3,3.75,8.50,,
801,01039748,7.20,,,,,,,,,
802,01039750,,5.75,,,,5.50,7.50,,,
803,01039751,,5.75,,,,6,7.50,9,,
804,01039752,5.20,,,,,,6.50,9.25,,
805,01039753,,7,,,,4.75,6,,,
806,01039754,7.40,9.50,,,,,,,7.40,N1
807,01039755,6.60,6.50,3.25,,,,,,5.20,N1
808,01039756,,6.75,,,,7,5.75,8.50,,
809,01039759,,,,,,2.25,4.75,1.75,,
810,01039761,8.20,,6.75,,,,,,,
811,01039762,,6.25,,,,5.50,8,,,
812,01039763,5.20,7.25,,,,4.50,5,,,
813,01039764,6.40,7.25,,,,5.50,5.50,6.75,4.60,N1
814,01039765,7.20,7,,,,,,,6.80,N1
815,01039766,7,8.25,,,,,,,5.40,N1
816,01039767,7.80,8.25,6.25,4.50,4.75,,,,6.60,N1
817,01039769,8,7.75,,,,6.75,8.50,,,
818,01039770,6.20,,,,,5,6.25,,,
819,01039771,8.20,9.25,,,,8.25,8,,8.40,N1
820,01039772,7.60,7.50,,,,,,,3.80,N1
821,01039773,8.20,6.25,,,,,,,2.40,N1
822,01039774,8.80,6.50,7.50,6.75,,,,,,
823,01039775,,1.25,,,,2.25,2.50,,,
824,01039776,2,1.25,,,,4,3,,,
825,01039777,8.40,,5.75,,,,,,6,N1
826,01039778,7.80,,7.25,7,5,,,,,
827,01039779,,2.75,,,,3.25,2.75,,,
828,01039780,7.60,8,,,,,,,5,N1
829,01039781,6.80,8.50,,,,,,,8,N4
830,01039782,7.60,9.25,,,,,,,6,N1
831,01039783,8.40,7,,,,,,,4.40,N1
832,01039784,7.80,,6.50,3.50,,,,,,
833,01039785,6.40,5,4.75,4,4.25,,,,2,N1
834,01039786,7.40,,9,,,,,,7.20,N1
835,01039787,2.60,1.75,,,,3.75,,,,
836,01039788,,3.25,,,,5.25,7.50,8.25,,
837,01039789,,5.50,,,,3.75,5,5.50,,
838,01039790,,,,,,5.25,7.25,8.25,,
839,01039791,7.80,,7.75,1.75,1.50,,,,8.20,N1
840,01039792,8.40,,,,,,,,,
841,01039793,6.20,,4.25,,,,,,3.80,N1
842,01039794,,7.50,,,,8,8.25,,,
843,01039795,7.60,7.75,,,,,,,8,N1
844,01039796,,,,,,3,3.75,5.25,,
845,01039797,8.20,,8,8,,,,,,
846,01039798,8.20,8.50,,,,,,,5.40,N1
847,01039799,7,7.50,,,,,,,3.20,N1
848,01039800,8.40,9.25,7.75,,,,,,6.80,N1
849,01039801,7.80,,7,7,7.25,,,,,
850,01039802,6.80,,3.25,6.25,,,,,,
851,01039803,8,,7.25,7.25,,,,,,
852,01039804,6.60,7.25,,,,7.25,8.50,,3.20,N1
853,01039805,5.40,9,,,,,,,6.20,N1
854,01039807,,,5.75,4.75,5,,,,,
855,01039808,7,7,,,,4.75,,8.75,,
856,01039809,,7.50,,,,9.75,9.75,,,
857,01039810,7.40,7.75,,,,9,8.75,8,,
858,01039811,7.60,7,,,,,,,,
859,01039812,6.60,9,,,,,,,5.20,N1
860,01039814,8.40,6,,,,,,,4.80,N1
861,01039815,,7.75,,,,9,9.50,,,
862,01039816,,9,,,,6.25,7.25,9,6.20,N1
863,01039817,7,9,,,,,,,4.60,N1
864,01039818,7.60,7.75,,,,,,,7.20,N1
865,01039819,6,6.75,,,,,,,,
866,01039820,7.40,8.75,,,,4.75,8.50,7.50,6.40,N1
867,01039821,8.20,8,7.50,3.25,,,,,2.60,N1
868,01039822,8.20,9.25,,,,,,,8.20,N1
869,01039823,8.40,7.75,,,,,,,6.80,N1
870,01039824,8.60,8.50,,,,,,,8,N1
871,01039825,7.20,7.50,,,,7.25,7.25,8.25,5.60,N1
872,01039826,7.20,8.50,,,,,,,6,N1
873,01039828,,8,,,,9.25,7.75,,,
874,01039829,8,5.50,6.25,,,,,,5.20,N1
875,01039830,5.20,,2,3.50,,,,,,
876,01039831,3.20,7.50,,,,8.25,,,,
877,01039832,,9,,,,9.50,9.50,,,
878,01039833,,4.50,,,,6.75,8.50,,,
879,01039834,8.40,8.50,,,,,,,7,N1
880,01039835,,6,,,,5.25,5.25,7,,
881,01039836,,1.75,,,,4.75,4.25,7.50,,
882,01039838,7.40,,8,5.75,,,,,,
883,01039839,,6.75,,,,5.50,5,,,
884,01039840,,5.50,,,,7.75,8.25,,,
885,01039841,,6.50,,,,4.75,6.75,7.75,,
886,01039843,,1.25,,,,2.25,3.75,4,,
887,01039844,7.20,,5.50,,,,,,3.20,N1
888,01039846,,8.25,,,,9,8.75,,,
889,01039848,3.80,6,,,,4.75,5.50,,,
890,01039849,2,5.25,,,,4,4.25,,,
891,01039850,4.40,,,,,,,,4.20,N1
892,01039851,7.40,6.25,5.25,,,,,,4.20,N1
893,01039852,,6.75,,,,6,6.50,,,
894,01039853,,5.50,,,,5,3.25,,,
895,01039854,,4.75,,,,4.25,6.25,6.50,,
896,01039855,2.20,4,2.25,3.25,,,,,,
897,01039856,7.80,,,,,,,,3.80,N1
898,01039857,,7.25,,,,5,5.25,,,
899,01039858,2.60,7.50,,,,3.25,5.25,6.50,,
900,01039859,7.40,8,,,,,,,6.20,N1
901,01039860,7.40,7.50,,,,,,,5.60,N1
902,01039861,2.40,2,,,,3.75,4.75,,,
903,01039862,3.20,3.75,,,,4.25,3,,,
904,01039863,9.20,8.50,,,,6.75,8.25,9,7,N1
905,01039864,2.40,4.50,,,,4,5,7.50,2.40,N1
906,01039865,8,,3.75,7.75,8.75,,,,,
907,01039866,2.80,7.25,,,,4.50,7.25,8.25,2.20,N1
908,01039867,,8,,,,7.75,7.75,,,
909,01039868,,6,,,,,,,,
910,01039869,,5.75,,,,6.25,6.50,,,
911,01039870,7.40,8.75,,,,6.50,7.75,,4.40,N1
912,01039871,8.60,8.25,,,,,,,7.40,N1
913,01039872,,2.75,,,,4,3,6,,
914,01039873,2,7.75,,,,5.25,7.25,8.25,4.20,N1
915,01039874,8.60,9.50,,,,,,,8.20,N1
916,01039875,5.60,,3.50,4.25,,,,,3.60,N1
917,01039876,6.80,,6,2.75,1.75,,,,4.80,N1
918,01039877,7.40,9.25,,,,,,,,
919,01039878,7.40,6.75,,,,9.25,,,7.60,N1
920,01039879,8,8,,,,,,,5.60,N1
921,01039880,8,,,,,,,,3.60,N1
922,01039881,,8.50,,,,7.50,7.75,9.25,,
923,01039882,7,,,5.50,5.50,,,,,
924,01039883,4.80,,3.75,3.75,,,,,,
925,01039884,8,9.25,,,,,,,3.60,N1
926,01039885,8.80,,7.75,,,,,,7,N1
927,01039886,8.80,,7,,,,,,8,N1
928,01039887,,7.25,,,,,,,,
929,01039888,7.40,8.75,,,,,,,4.80,N1
930,01039890,3.40,3.25,,,,5.25,5,7.25,,
931,01039891,6.60,5,,,,4.50,5,8,5.80,N1
932,01039892,7,7.75,,,,,,,6,N1
933,01039894,8.80,7.75,,,,,,,6.80,N1
934,01039895,8.20,,7,7.50,,,,,,
935,01039896,8,7.75,,,,,,,6,N1
936,01039897,7.80,6.25,6,5.25,6,,,,4.60,N1
937,01039898,7,8.50,,,,,,,4.60,N1
938,01039899,6.40,7,,,,,,,4.80,N1
939,01039900,7.60,6.75,,,,,,,4.20,N1
940,01039901,3,7.75,,,,,,,4.60,N1
941,01039903,3.60,,,,,,,,2.80,N1
942,01039906,8.40,,7,7.75,,,,,,
943,01039907,7.20,7,,,,5.75,7.75,,4.20,N1
944,01039908,,9,,,,,,,,
945,01039909,8,7.25,,,,,,,5.20,N1
946,01039910,8.80,,8.25,,,,,,,
947,01039911,,7.50,,,,6.50,8,,,
948,01039912,,4.50,,,,5.25,4.50,,,
949,01039913,,8,,,,5.75,6.75,,,
950,01039914,,,,,,5,4.50,7.25,,
951,01039915,8.20,9,,,,,,,7.20,N1
952,01039917,,,,,,2.50,2.75,6,,
953,01039918,,8.25,,,,8.25,9.25,,,
954,01039919,6.60,,2.75,3,,,,,,
955,01039920,8.20,,7.50,,,,,,6.80,N1
956,01039922,8.80,8.25,,,,,,,8,N1
957,01039923,,7.50,,,,5,5.25,,,
958,01039925,,5.25,,,,4.75,7.25,,,
959,01039926,7.20,,4,4,6,,,,,
960,01039927,8,8,6.75,8,5.50,,,,6.80,N1
961,01039928,6.60,5.75,,,,,,,4,N1
962,01039929,7.80,,6,7.25,,,,,,
963,01039930,,6.75,,,,7.50,8.50,,,
964,01039931,9,,6.50,,,,,,5.40,N1
965,01039934,8.20,8.25,7.50,,,,,,8.40,N1
966,01039935,6.60,8,,,,,,,5.60,N1
967,01039936,,7.75,,,,9.25,8.75,9,,
968,01039937,6.20,7.75,,,,,,,3.60,N1
969,01039938,8.40,9,,,,8.25,8.75,,,
970,01039939,4.40,6.25,,,,3.50,4.75,6.25,4.40,N1
971,01039940,7.60,,,9,9,,,,,
972,01039941,8.80,,,6.50,6.50,,,,,
973,01039942,,7.75,,,,,,,,
974,01039943,,7.25,,,,5.75,7.25,,,
975,01039944,,9,,,,9.50,9.50,,,
976,01039945,,,,,,4.50,5.50,7.75,,
977,01039946,5.60,8,,,,7.25,8,7.75,5.40,N1
978,01039947,3.20,4,,,,4.50,4.25,7.25,2.60,N1
979,01039948,8.40,8.25,9,,,,,,6,N1
980,01039949,,,,,,3.75,3.75,7.75,,
981,01039950,,0.75,,,,3.50,4.50,3.75,,
982,01039951,7.40,8,,,,,,,4,N1
983,01039952,4.60,8,,,,,,,4.80,N1
984,01039953,8.20,9,,,,3.50,3,1,8.20,N1
985,01039955,8.40,8.25,,,,,,,8.80,N1
986,01039956,7.20,8.75,,,,,,,5.80,N1
987,01039957,1.60,2,,,,3,2.50,,,
988,01039958,,8.75,,,,,5.25,8,6.40,N1
989,01039959,8.40,9,,,,7.75,9,,,
990,01039960,7.60,8.25,,,,,,,6.20,N1
991,01039962,7,6,,,,,,,3.80,N1
992,01039963,6.80,,6,6.25,,,,,,
993,01039964,,,,,,5.25,5.50,8,,
994,01039965,6.80,7.50,,,,,,,5.40,N1
995,01039966,,7.25,,,,9.50,8,,,
996,01039967,5.80,8.75,,,,3.75,7.50,6.50,5.80,N1
997,01039968,8,,6.25,6.75,,,,,,
998,01039969,,6,,,,7.75,8.75,,,
999,01039970,8,,7,6.25,,,,,,
1000,01039971,7.20,7,,,,4.25,4.50,7.25,5.40,N1
1001,01039972,2.60,1.50,,,,3.50,5.75,,,
1002,01039973,7.80,,,,,8.75,,,6,N1
1003,01039974,,8,,,,9.50,9.75,9.50,,
1004,01039975,,7.50,,,,5.75,7.25,,,
1005,01039976,4.40,8.25,,,,5.50,5.75,7.50,,
1006,01039978,7,8,,,,,,,2.60,N1
1007,01039979,8.60,9.25,,,,,,,7.80,N1
1008,01039980,5.80,7.50,,,,5.75,7.50,9.25,,
1009,01039981,8,,7.50,7,,,,,,
1010,01039982,6,8.50,,,,,,,6.20,N1
1011,01039983,8.40,8.75,,,,8,4.75,8,6,N1
1012,01039984,5.60,7.75,,,,9.25,9.25,,,
1013,01039985,8.20,9,,,,,,,8.40,N1
1014,01039986,8.20,,5,7,6,,,,5.40,N1
1015,01039987,5.40,7.50,,,,9.25,9,7.25,,
1016,01039988,8.40,,7.50,8.50,,,,,,
1017,01039989,,7,,,,10,9.25,,,
1018,01039990,4.40,7,,,,,,,,
1019,01039991,,6.25,,,,7.75,7.25,,,
1020,01039992,,2.50,,,,4.75,4.25,6.25,,
1021,01039993,8.20,4,3.75,2.50,5,,,,,
1022,01039994,7.80,,4.75,4.50,,,,,,
1023,01039995,9.40,,7.50,,,,,,7.20,N1
1024,01039996,,,,,,4.50,5.75,8,,
1025,01039997,,4.50,,,,5,5,,,
1026,01039998,5.80,8.25,,,,6.75,8.25,9,6.40,N1
1027,01039999,,,,,,,,,3.20,N1
1028,01040001,8,,8.50,9,3.75,,,,,
1029,01040002,8.60,,8.25,7.25,,,,,,
1030,01040003,,6.50,,,,3,6.50,6,,
1031,01040004,8.60,4,8.50,,,,,,7,N1
1032,01040005,,3.50,,,,6,7,,,
1033,01040006,2.60,,,,,3.25,7,6.50,,
1034,01040007,,4.75,,,,0,2.25,,,
1035,01040008,6.40,6.25,,,,9.25,5.75,8,8.20,N1
1036,01040009,,7.25,,,,5.50,7.75,,,
1037,01040010,8.20,,5.75,6.25,,,,,,
1038,01040012,,5.50,,,,6.25,7.75,,,
1039,01040013,7.80,,6.50,5,,,,,,
1040,01040015,,8.50,,,,9.25,9.75,7.50,,
1041,01040016,,1.50,,,,4.75,3.75,6.25,,
1042,01040017,,6,,,,7,6.75,,,
1043,01040018,8,,,6.50,6.25,,,,,
1044,01040019,8,7.50,,,,,7.75,,,
1045,01040020,,4,,,,4.50,6,,,
1046,01040021,,6.75,,,,7,8.50,,,
1047,01040022,,7.25,,,,7,,,6.60,N1
1048,01040023,8,8.50,,,,,,9,4.20,N1
1049,01040024,8.20,8.50,,,,,,,7.40,N1
1050,01040025,,6,,,,8.75,8.50,,,
1051,01040026,9.20,,6,,,,,,5,N1
1052,01040027,2.80,,,,,2.75,,5.25,,
1053,01040028,5.40,8,,,,7.50,5.75,7.75,2.60,N1
1054,01040029,,5.75,,,,4,6,,,
1055,01040030,,2.75,,,,3.75,5,7.50,,
1056,01040031,,6.25,,,,9,9.25,9.25,,
1057,01040032,,7.75,,,,7,8,,,
1058,01040033,8.60,,8.50,8.25,,,,,3.20,N1
1059,01040034,8.20,,8,,,,,,8,N1
1060,01040035,7.80,,7.25,7.75,,,,,,
1061,01040036,6.40,6.50,,,,,,,6.20,N1
1062,01040037,3.40,7.75,,,,,,,7,N1
1063,01040038,8.20,9.25,,,,,,,7.80,N1
1064,01040039,8,7.75,,,,,,,7.20,N1
1065,01040040,7.60,8.50,,,,,9,,4,N1
1066,01040041,,8.75,,,,8.50,8.50,,,
1067,01070616,,4.50,,,,5,7.50,8.25,,
1068,01070617,8.60,9.25,,,,,,,9.60,N7
1069,01070618,,7.25,,,,5,5.75,,,
1070,01070619,,4.25,,,,2.25,3.75,,,
1071,01070620,,4.75,,,,4.50,6.50,,,
1072,01070622,,6.50,,,,5,5.75,,,
1073,01070623,8.40,7.75,,,,,,,7.20,N1
